TRAVEL_ID,VISIT_AREA_ID,ACTIVITY_TYPE_CD,ACTIVITY_TYPE_SEQ,CONSUME_HIS_SEQ,CONSUME_HIS_SNO,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD
e_e002097,2306030003,1,0,0,1,2,3586900420,할머니네집,경기 수원시 팔달구 정조로 868,경기 수원시 팔달구 북수동 171,3012006,4111512900,2023-06-03 14:20,1,53500,이태리할머니세트;콜라,
e_e002097,2306030005,1,0,0,1,2,1402301155,오삼공일퍼센트(5301%),경기 수원시 장안구 수원천로392번길 11-6,경기 수원시 장안구 연무동 187-60,4322168,4111113700,2023-06-03 16:08,1,17500,아메리카노(i);생딸기라떼 보틀;얼그레이 가또 쇼,
e_e002097,2306030006,1,0,0,1,2,1062824207,보성양대창구이전문점,경기 수원시 팔달구 갓매산로56번길 13,경기 수원시 팔달구 고등동 85-8,4328008,4111513700,2023-06-03 20:58,1,64000,,
e_e002097,2306030007,2,0,0,1,2,7440500314,GS25,경기 수원시 권선구 오목천로152번길 60,경기 수원시 권선구 고색동 948,4325389,4111312800,2023-06-03 23:34,1,19700,나쵸살사콤보;홍라면매운치즈;빙)바나나우유;사리곰탕큰사발;풀)참치마요1편,
e_e002097,2306040002,1,0,0,1,2,6270302541,향리원마라탕(수원역),경기 수원시 팔달구 향교로1번길 1,경기 수원시 팔달구 매산로1가 11-18,4328419,4111513400,2023-06-04 11:32,1,23540,마라탕;소고기;계란볶음밥;한국음료,
e_e002099,2306090003,1,1,1,1,2,3128142519,BBIS,서울 용산구 남산공원길 105,서울 용산구 용산동2가 산 1-3,4103024,1117010200,2023-06-09 11:38,1,17000,French Fries;생)에딩거 헤페,
e_e002099,2306090004,1,0,0,1,2,,,,,,,2023-06-09 13:06,1,27400,투움바떡볶이+닭강정 세트,
e_e002099,2306090004,1,0,0,2,2,,태리로제떡볶이&닭강정 역삼점,서울 강남구 언주로85길 32,,4166618,1168010100,2023-06-09 13:06,1,24000,투움바떡볶이+닭강정 세트 1개,
e_e002099,2306090004,2,1,1,1,2,2110468103,CU,서울 강남구 강남대로84길 8,서울 강남구 역삼동 826-4,4166035,1168010100,2023-06-09 13:03,1,4500,신)스텔라캔,
e_e002099,2306090005,2,0,0,1,2,2118570933,에잇세컨즈,서울 강남구 강남대로156길 49,서울 강남구 신사동 535-12,4166023,1168010700,2023-06-09 18:14,1,55000,BAG(unisex/sports);PANTS,
e_e002099,2306090006,1,0,0,1,2,5438701088,모소리,서울 강남구 도산대로1길 24,서울 강남구 신사동 510,4166264,1168010700,2023-06-09 19:09,1,49000,모소리살(국내산);가오리살;진로;테라,
e_e002099,2306090007,6,0,0,0,2,,빈티지코인노래연습장,517-29,,,,,5,3000,,1168010700
e_e002106,2306060003,1,1,1,1,2,4704900630,솔솥(수원행궁점),경기 수원시 팔달구 신풍로23번길 52,경기 수원시 팔달구 신풍동 109-9,4328212,4111513000,2023-06-06 12:18,1,32000,스테이크솥밥,
e_e002106,2306060004,1,0,0,1,2,2551401362,정지영커피로스터즈 행궁본점,경기 수원시 팔달구 신풍로 42,경기 수원시 팔달구 신풍동 170-1,3176008,4111513000,2023-06-06 12:37,1,10500,,
e_e002106,2306060006,2,0,0,1,2,5064400555,탭,경기 수원시 팔달구 화서문로42번길 1,,4328432,4111513000,2023-06-06 14:24,1,29000,,
e_e002106,2306060007,6,0,0,1,2,7388602655,메가박스,경기 수원시 팔달구 행궁로 71,,3176017,4111512200,2023-06-06 12:46,3,14000,관람권,
e_e002106,2306060007,6,0,0,2,2,,메가박스,경기 수원시 팔달구 행궁로 71,,3176017,4111512200,2023-06-06 14:55,1,14000,트랜스포머: 비스트의 서막 관람권,
e_e002108,2306030002,1,0,0,1,2,8211901989,게좋아 연평도 간장게장,인천 서구 완정로 172,인천 서구 마전동 910-1,3156068,2826011300,2023-06-03 18:17,1,67800,,
e_e002108,2306030003,2,0,0,1,2,1128518547,현대아울렛,인천 연수구 송도국제대로 123,,2152005,2818510600,2023-06-03 20:22,1,39000,킨록앤더슨/남성,
e_e002110,2306100002,3,0,0,1,2,1168532992,해강개발(주) 강화리조트,인천 강화군 길상면 장흥로 217,,3157033,2871033022,2023-06-10 17:17,1,62000,탑승권,
e_e002110,2306100003,1,0,0,1,2,5918700394,진복호(신관),인천 강화군 길상면 해안남로 488,인천 강화군 길상면 선두리 1069-4,3157038,2871033022,2023-06-10 19:58,1,85000,1인38.000관자/매;맥주;음료;공기밥,
e_e002121,2306030005,1,0,0,1,1,2178524887,앨리스바이미니멜츠,서울 마포구 성산로 128,서울 마포구 성산동 275-3,3005060,1144012500,2023-06-03 00:00,1,4000,,
e_e002121,2306030006,2,0,0,0,1,,다이소 인덕원점,흥인대로522,,,,,1,2000,,4117310200
e_e002126,2306030004,1,1,1,1,3,2018121515,스타벅스,서울 영등포구 여의대방로 376,서울 영등포구 여의도동 55-2,3118028,1156011000,2023-06-03 15:21,1,5900,I-T)W초콜릿 모카,
e_e002126,2306030006,1,0,0,1,3,3134000203,주누돈까스냉면(위례),경기 성남시 수정구 위례광장로 320,경기 성남시 수정구 창곡동 509-2,3000238,4113110800,2023-06-03 18:37,1,10500,일반돈까스,
e_e002126,2306040001,1,0,0,1,3,4561001481,두성전주콩나물국밥[길동점],서울 강동구 양재대로 1454,서울 강동구 길동 433,2000006,1174010500,2023-06-04 12:19,1,12000,콩나물국밥,
e_e002126,2306040002,1,0,0,1,3,4048601054,투썸플레이스,서울 중구 퇴계로 97,서울 중구 충무로1가 25-5,3101011,1114012400,2023-06-04 13:29,1,10500,블루베리요거트드링크(R);아이스모카(R),
e_e002126,2306040004,1,0,0,0,3,,벌교한상,450-8,,,,,1,30000,,1168011500
e_e002130,2306100004,1,0,0,1,2,3415800445,유어네이키드치즈,서울 성동구 성수일로1길 10,서울 성동구 성수동1가 656-1872,4109362,1120011400,2023-06-10 16:51,1,79000,베이크드 라구 파스티시오;그릴드 치즈 샌드위치;엘리펀트 인 더 룸 피노누아,
e_e002130,2306100005,1,0,0,1,2,3791401479,포동,서울 성동구 서울숲2길 21,서울 성동구 성수동1가 685-415,4109318,1120011400,2023-06-10 17:14,1,12500,커스타드 푸딩;얼그레이 푸딩,
e_e002130,2306100006,3,0,0,0,2,,뚝섬미술관 인사이드미,서울 성동구 아차산로 33 지하 1층,,,,,1,26000,,1120011400
e_e002130,2306100007,1,0,0,1,2,8413401268,성수기,서울 성동구 왕십리로6길 14-1,서울 성동구 성수동1가 656-623,4109455,1120011400,2023-06-10 20:59,1,37000,스지전골;호랑이 생막걸리,
e_e002131,2306040001,1,0,0,1,8,5191401311,브루다 양주,경기 양주시 백석읍 권율로 909,경기 양주시 백석읍 기산리 216-3,3212007,4163025027,2023-06-04 12:25,1,50100,,
e_e002132,2306100004,1,0,0,1,2,5383201387,캐비넷베이글,경기 수원시 팔달구 신풍로 32,경기 수원시 팔달구 신풍동 221-21,3176008,4111513000,2023-06-10 16:28,1,18600,,
e_e002132,2306100004,1,0,0,2,2,5383201387,캐비넷베이글,경기 수원시 팔달구 신풍로 32,경기 수원시 팔달구 신풍동 221-21,3176008,4111513000,2023-06-10 15:57,1,16800,,
e_e002132,2306100005,1,0,0,1,2,6068589590,두면반 앤 금파,경기 수원시 영통구 도청로 10,경기 수원시 영통구 이의동 1338,3177029,4111710300,2023-06-10 19:19,1,24000,금파돈까스,
e_e002135,2306040003,1,0,0,0,4,,홍익돈까스 김포운양점음식점,경기 김포시 김포한강11로255번길 97,,,,,1,26000,,4157010300
e_e002135,2306040004,2,0,0,1,4,3360201881,아띠스포츠,경기 김포시 김포한강11로255번길 97-2,경기 김포시 운양동 725-2,4838109,4157010300,2023-06-04 14:10,1,5000,잡화,
e_e002135,2306040005,2,0,0,1,4,5409201365,소문난청년푸줏간,경기 김포시 김포한강11로 288-27,경기 김포시 운양동 1297-7,3209174,4157010300,2023-06-04 14:14,1,10000,,
e_e002135,2306050001,1,0,0,1,4,5298500828,도피오커피_카페안녕,경기 파주시 문산읍 임진각로 148-40,,3206068,4148025027,2023-06-05 12:10,1,24200,요거트청포도;요거트복숭아;카페라떼(ICE),
e_e002136,2306040002,1,0,0,1,2,8038502078,테디뵈르하우스,서울 용산구 한강대로40가길 42,,4106429,1117012500,2023-06-04 12:05,1,29600,(T)뵈르크로와상;(T)도넛크룽지;도넛;아메리카노(ice);아이스크림,
e_e002136,2306040003,2,0,0,1,2,2208783339,COS,서울 강남구 압구정로 418,서울 강남구 청담동 79-19,3122007,1168010400,2023-06-04 13:58,1,467100,COS쇼핑백;베이지색 가방;파란색 가방;보라색 가방,
e_e002136,2306040004,1,0,0,1,2,2718101594,주식회사 호족반,서울 강남구 언주로164길 39,서울 강남구 신사동 646-23,4166594,1168010700,2023-06-04 16:28,1,33000,호랑이 부대찌개;트러플 감자전,
e_e002136,2306040006,1,0,0,1,2,6024403791,할맥,서울 강남구 강남대로152길 23,서울 강남구 신사동 512-11,4166021,1168010700,2023-06-04 18:48,1,25500,할맥;살얼음파인애플,
e_e002136,2306040007,1,0,0,1,2,1050526130,고향역,서울 강남구 강남대로152길 34,서울 강남구 신사동 514-8,4166021,1168010700,2023-06-04 20:33,1,41000,오징어데침;카스;진로,
e_e002141,2306020003,1,0,0,4,3,8671001279,보배반점 하월곡점,서울 성북구 종암로 184,서울 성북구 하월곡동 90-1695,3005036,1129013600,2023-06-02 21:27,1,44500,소고기짬뽕;해물쟁반짜장;탕수육(소)(따로),
e_e002141,2306030003,1,0,0,1,3,2300401762,고봉민김밥(서울노원구청점),서울 노원구 상계로 32,,3110003,1135010500,2023-06-03 10:04,1,4800,참치김밥,
e_e002141,2306030007,1,0,0,2,3,5327600481,기차순대국,서울 성북구 솔샘로18길 91,서울 성북구 정릉동 347-2,4121374,1129013300,2023-06-03 15:14,1,36000,,
e_e002141,2306030008,2,0,0,1,3,8098101574,CJ올리브영(주),서울 성북구 보국문로 38,,3107004,1129013300,2023-06-03 15:24,1,8700,프루팁스 리치맛;오랄비 치간칫솔 프리시즌클린 매가행사,
e_e002141,2306030010,1,1,1,1,3,2091674906,투썸플레이스,서울 성북구 길음로 6,서울 성북구 길음동 531-33,3107001,1129013400,2023-06-03 16:12,1,18500,애플망고케이크빙수;I 아메리카노아로마(L),
e_e002143,2306030003,1,0,0,1,1,5505900560,미분당,경기 고양시 덕양구 충장로 8,,3192095,4128112800,2023-06-03 12:52,1,27500,차돌박이 쌀국수;모듬전식,
e_e002143,2306030004,3,0,0,1,1,,소마드로잉카페,경기 고양시 덕양구 충장로 23,경기 고양시 덕양구 행신동 714-2,3192095,4128112800,2023-06-03 14:00,1,0,1인 이용권,
e_e002143,2306030005,1,0,0,1,1,8640401250,무스몽,경기 고양시 덕양구 용현로53번길 40,경기 고양시 덕양구 행신동 741-4,4376168,4128112800,2023-06-03 15:53,1,17000,아메리카노;백설기 생과일 조각;마카롱,
e_e002143,2306030007,1,0,0,1,1,,BBQ 치킨,경기 고양시 덕양구 능곡로13번길 15,경기 고양시 덕양구 토당동 342-7,4376045,4128112000,2023-06-03 19:02,1,21000,,
e_e002143,2306040005,1,0,0,1,1,1288552730, 현대백화점 ,경기 고양시 일산서구 호수로 817,경기 고양시 일산서구 대화동 2602,3192096,4128710400,2023-06-04 13:52,1,16400,연어 후토마끼(5PCS);코카콜라,
e_e002145,2307030006,1,0,0,1,3,6315400656,백소정,경기 수원시 팔달구 향교로 4,경기 수원시 팔달구 매산로1가 49-20,3176018,4111513400,2023-07-03 12:40,3,13900,,
e_e002148,2306030004,1,0,0,1,4,6473400177,진미통닭,경기 수원시 팔달구 정조로800번길 21,경기 수원시 팔달구 남수동 117-1,4328281,4111512700,2023-06-03 19:04,1,24500,,
e_e002148,2306030004,1,1,1,1,4,4140723647,메가커피,경기 수원시 팔달구 정조로800번길 20,경기 수원시 팔달구 남수동 114-7,4328281,4111512700,2023-06-03 19:06,3,2900,(ICE)카페라떼,
e_e002148,2306030004,1,2,2,1,4,4795200831,수원남문통닭빵,경기 수원시 팔달구 정조로800번길 11,,4328281,4111512000,2023-06-03 19:14,1,8500,팥크림치즈맛;피자맛,
e_e002148,2306040001,3,0,0,1,4,1248301609,수원 화성박물관,경기 수원시 팔달구 창룡대로 21,,2012001,4111512800,2023-06-04 00:00,1,2000,입장권,
e_e002148,2306040002,1,0,0,1,4,6988602930,본수원갈비 본점,경기 수원시 팔달구 중부대로223번길 41,,4328314,4111514000,2023-06-04 13:12,1,184000,양념갈비;공기밥,
e_e002152,2306030002,1,0,0,1,2,5817000268,호수앉기,경기 용인시 기흥구 한일로15번길 33,경기 용인시 기흥구 공세동 476-223,4412277,4146310700,2023-06-03 16:27,1,21500,소금빵;토마토바질 베이글;ICE호수,
e_e002152,2306030004,2,0,0,1,2,1068682871,이케아코리아,경기 용인시 기흥구 신고매로 62,경기 용인시 기흥구 고매동 산 41-7,3352016,4146310800,,1,226800,피엘하브레 이불;스트란드탈 이불커버+베개커버,
e_e002154,2306030004,6,1,1,1,2,2298104907,혁신정보시스템_서암생활체육공원,경기 김포시 통진읍 검암2로 63,경기 김포시 통진읍 서암리 163-2,3209008,4157025023,2023-06-03 09:53,1,30000,테니스장(1시간),
e_e002154,2306030005,1,0,0,1,2,1090543316,남정골,경기 김포시 통진읍 월하로 356,경기 김포시 통진읍 고정리 518-12,3209095,4157025028,2023-06-03 13:02,1,52000,꽃게장;꽃게무침;음료수;공기밥,
e_e002154,2306030006,1,0,0,1,2,4800201951,카페드첼시,경기 김포시 통진읍 김포대로2435번길 107-20,경기 김포시 통진읍 옹정리 81-30,4427093,4157025029,2023-06-03 13:31,1,13500,ICE아메리카노;아이스티,
e_e002157,2306020002,1,0,0,1,2,7712201059,원조조선평양냉면,경기 평택시 고덕면 안재홍로 251-3,경기 평택시 고덕면 당현리 212-14,3188055,4122033021,2023-06-02 14:45,1,28000,물냉면;비빔냉면;녹두빈대떡,
e_e002157,2306020004,1,0,0,1,2,8543801258,죽백화,경기 평택시 죽백2길 186-100,경기 평택시 죽백동 629-14,4364709,4122012700,2023-06-02 16:47,1,42800,ICE)디카페인 블렌드;고구마케이크;블루베리 피스타치오;티라미슈;에그타르트,
e_e002157,2306020006,1,0,0,1,2,7410702205,이자카야장당,경기 평택시 송탄로40번길 71-8,경기 평택시 이충동 613-8,4364345,4122010900,2023-06-02 23:18,1,90000,청하;히라메고노와다(해삼내장);메로구이(특제소스);감자말이 크림마요새우,
e_e002157,2306030001,1,0,0,1,2,4012267297,이따리아노,경기 평택시 진위면 진위로 206,,3188093,4122031024,2023-06-03 15:23,1,10000,아메리카노(ICE),
e_e002158,2306060004,1,0,0,1,2,3838701545,완도집,경기 광주시 남한산성면 남한산성로 731-22,경기 광주시 남한산성면 산성리 170,3211029,4161037021,2023-06-06 13:30,1,45000,,
e_e002158,2306060006,6,3,3,1,2,5848300011,로터리,경기 광주시 남한산성면 남한산성로 731,,3211029,4161037021,2023-06-06 15:18,1,5000,주차비,
e_e002158,2306060007,1,0,0,1,2,5101090804,카페 산,경기 광주시 남한산성면 검복길 82,경기 광주시 남한산성면 검복리 297-7,4433011,4161037028,2023-06-06 15:53,1,15000,아이스 아메리카노;피치레몬에이드,
e_e002159,2306040002,2,2,2,1,1,3023801188,수원제일큰약국,경기 수원시 팔달구 중부대로 20,경기 수원시 팔달구 구천동 13-2,2012012,4111512600,2023-06-04 13:46,1,23000,페스내추럴비강분무액;모스키토밀크,
e_e002159,2306040004,2,0,0,1,1,8919701123,초록목장,경기 수원시 영통구 매여울로53번길 50-1,경기 수원시 영통구 매탄동 172-72,4331041,4111710100,2023-06-04 15:43,1,9900,한방포크등뼈(한국산),
e_e002159,2306040006,2,0,0,1,1,8098101574,CJ올리브영(주),경기 수원시 팔달구 효원로 257,경기 수원시 팔달구 인계동 1045,3176021,4111514100,2023-06-04 16:32,1,11800,식물나라 산소수워터프루프선크림,
e_e002159,2306040009,2,0,0,1,1,5548502050,홈플러스,경기 수원시 팔달구 효원로 257,경기 수원시 팔달구 인계동 1045,3176021,4111514100,2023-06-04 16:55,1,23700,MSC5TS2222 WT 850;BK 850;BK 830,
e_e002159,2306040010,2,0,0,1,1,2208160348,홈플러스,경기 수원시 팔달구 효원로 257,경기 수원시 팔달구 인계동 1045,3176021,4111514100,2023-06-04 17:47,1,76390,로스팅짜장갈릭오일;오뚜기튀김우동컵;마카다미아샴푸;미역국라면큰컵;순추후라면사골곰탕,
e_e002159,2306040011,1,0,0,1,1,1352811170,베스킨라빈스,경기 수원시 팔달구 효원로 257,경기 수원시 팔달구 인계동 1045,3176021,4111514100,2023-06-04 17:40,1,3500,싱글레귤러컵,
e_e002159,2306050002,6,0,0,1,1,1248211056,수원도시공사,경기 수원시 장안구 광교산로 159,경기 수원시 장안구 하광교동 393-2,3174001,4111113900,2023-06-05 12:41,1,1000,주차비,
e_e002159,2306050003,2,0,0,1,1,1248582187,롯데쇼핑(주) ,경기 수원시 권선구 세화로 134,경기 수원시 권선구 서둔동 381,3175032,4111313100,2023-06-05 18:19,1,85000,배럴 기타물놀이용품,
e_e002159,2306050005,1,0,0,1,1,8791701835,일랑,경기 수원시 장안구 경수대로927번길 12-4,경기 수원시 장안구 송죽동 499-7,4322036,4111113500,2023-06-05 19:53,1,75000,메로철판구이;아귀간구이;후토마끼;모듬숙성회(中),
e_e002159,2306050006,1,0,0,1,1,8390501455,배스킨라빈스,경기 수원시 장안구 경수대로 930,경기 수원시 장안구 조원동 896,2012008,4111113600,2023-06-05 19:59,3,3500,싱글레귤러컵,
e_e002159,2306050007,2,0,0,1,1,8098101574,CJ올리브영(주),경기 수원시 장안구 경수대로 930,경기 수원시 장안구 조원동 896,2012008,4111113600,2023-06-05 20:12,1,40950,라운드어라운드 그린티 약산성;닥터지 브라이트닝 필링젤,
e_e002159,2306050008,2,0,0,1,1,2138152063,(주)아성다이소,경기 수원시 권선구 세화로 134,경기 수원시 권선구 서둔동 381,3175032,4111313100,2023-06-05 15:35,1,12000,컬러필러캔들;물구멍 방충망10P;고급 스마트폰 방수팩(잠금);마주로스마트폰방수팩(고급형,
e_e002160,2306030003,1,1,1,1,2,3228601918,(주)밥심-푸드코트,경기 과천시 대공원광장로 102,경기 과천시 막계동 159-1,3195012,4129010400,2023-06-03 14:06,1,4000,,
e_e002160,2306030004,1,0,0,1,2,7908101488,테트,서울 중구 명동길 73,,4103165,1114012600,2023-06-03 17:16,1,149000,,
e_e002160,2306030005,1,0,0,1,2,2390300142,틈새라면,서울 중구 명동10길 19-10,서울 중구 명동2가 4-1,4103151,1114012700,2023-06-03 19:15,1,12000,,
e_e002161,2306040002,6,0,0,1,1,1248301744,한빛지하,경기 화성시 동탄중심상가2길 21,경기 화성시 반송동 88-7,4431486,4159012700,2023-06-04 14:51,1,400,주차비,
e_e002161,2306040003,1,0,0,1,1,1244748284,카페 파스쿠찌,경기 화성시 동탄지성로 11,경기 화성시 반송동 93-2,3177017,4159012700,2023-06-04 13:40,1,5000,(L)아이스 아메리카,
e_e002161,2306040004,2,0,0,1,1,2148106825,ARTBOX,경기 화성시 동탄중앙로 200,경기 화성시 반송동 98,3210027,4159012700,2023-06-04 15:10,1,2200,허그멍뭉이편지지,
e_e002161,2306040005,2,0,0,1,1,2018123094,알라딘 중고서점(동탄점),경기 화성시 동탄중앙로 200,경기 화성시 반송동 98,3210027,4159012700,2023-06-04 15:58,3,14800,[중고]나는 퇴근 후 사장이 된다;[중고]우리는 취향을 팝니다,
e_e002161,2306040006,1,0,0,1,1,2701601574,민스커피,경기 화성시 동탄반송2길 25-2,경기 화성시 반송동 30-7,4431480,4159012700,2023-06-04 16:55,1,5800,플레인스무디,
e_e002161,2306040006,2,1,1,1,1,6136000402,GS25,경기 화성시 동탄반송2길 31-1,경기 화성시 반송동 30-5,4431480,4159012700,2023-06-04 16:47,1,5400,동아)박카스F;말보로골드6,
e_e002161,2306040007,1,0,0,1,1,1248560335,도미노피자,경기 화성시 동탄지성로 84,경기 화성시 반송동 42-8,3177017,4159012700,2023-06-04 19:39,1,20130,,
e_e002161,2306050001,1,0,0,1,1,5111055659,무공돈까스 동탄남광장점,경기 화성시 동탄중심상가1길 36,경기 화성시 반송동 103-10,4431485,4159012700,2023-06-05 11:27,1,10500,무공돈까스,
e_e002163,2306050003,1,0,0,1,4,1288137987,MUNJIRI 535,경기 파주시 탄현면 자유로 3902-10,,3192093,4148032024,2023-06-05 11:21,1,4000,소금빵,
e_e002163,2306050003,1,0,0,2,4,1288137987,문지리 535,경기 파주시 탄현면 자유로 3902-10,,3192093,4148032024,2023-06-05 11:18,1,30500,딸기 티라미수;토마토 카프레제;(HOT)카페라떼;(ICE)아메리카노,
e_e002163,2306050004,2,0,0,2,4,1288137987,MUNJIRI 535(팝업스토어),경기 파주시 탄현면 자유로 3902-10,,3192093,4148032024,2023-06-05 12:10,1,5000,수박페페,
e_e002163,2306050006,2,0,0,1,4,1281550118,미화칼라,경기 파주시 파주읍 우계로 60,경기 파주시 파주읍 파주리 439,3206064,4148025326,2023-06-05 14:17,1,10000,,
e_e002163,2306050008,1,2,2,1,4,7963101031,수목원카페 베이커리,경기 파주시 파평면 장승배기로 392,,3206074,4148036024,2023-06-05 16:04,1,16000,초가을우엉차;황금보리;장단콩팥소빵5ea,
e_e002163,2306050010,1,0,0,2,4,7265300544,GS25,경기 고양시 덕양구 수원문산고속도로 51,경기 고양시 덕양구 성사동 95-1,1000115,4128110600,2023-06-05 21:01,1,4700,콘칩;옥수수깡,
e_e002168,2306030002,6,0,0,1,3,1283669403,레이크볼링장,경기 고양시 일산서구 중앙로 1391,경기 고양시 일산서구 주엽동 83,3192094,4128710200,2023-06-03 14:05,1,32200,,
e_e002168,2306030003,2,3,3,1,3,5518800807,주식회사부쿠,경기 고양시 일산서구 호수로 817,경기 고양시 일산서구 대화동 2602,3192096,4128710400,2023-06-03 15:29,3,12000,흔한남매별난방탈출,
e_e002168,2306030004,2,2,2,1,3,1418510387,파주 프리미엄 아울렛,경기 파주시 탄현면 필승로 200,경기 파주시 탄현면 법흥리 1790-8,3206095,4148032022,2023-06-03 17:50,1,116700,Adidas,
e_e002168,2306030004,1,3,3,1,3,6998502256,파주프리미엄아울렛,경기 파주시 탄현면 필승로 200,경기 파주시 탄현면 법흥리 1790-8,3206095,4148032022,2023-06-03 19:49,1,12500,스키야키우동,
e_e002168,2306030004,1,3,3,2,3,3188110709,파주프리미엄아울렛,경기 파주시 탄현면 필승로 200,경기 파주시 탄현면 법흥리 1790-8,3206095,4148032022,2023-06-03 19:51,1,17000,보리밥보쌈정식,
e_e002168,2306040001,3,0,0,0,3,,은봉골프연습장,경기 파주시 평화로 266-41,,,,,1,50000,,4148010400
e_e002168,2306040003,1,0,0,1,3,8921601525,곤수커피,경기 파주시 파주읍 샛봉우재길 270-6,,4418430,4148025324,2023-06-04 17:04,1,14500,,
e_e002168,2306040005,1,0,0,1,3,1280450183,밀밭식당,경기 파주시 문산읍 문향로 84,,3206033,4148025021,2023-06-04 18:52,1,33000,,
e_e002169,2306040003,1,1,1,1,2,4492000111,케이블카 매점,서울 중구 소파로 83,,3101005,1114012100,2023-06-04 09:09,1,5000,,
e_e002169,2306040004,1,0,0,1,2,7388600579,(주)헤르지아,서울 중구 소파로 97,서울 중구 예장동 8-98,3101005,1114014200,2023-06-04 10:13,1,19600,돈까스,
e_e002171,2306050002,3,0,0,1,2,1278302816,고석정관광안내소,강원특별자치도 철원군 갈말읍 삼부연로 51,강원특별자치도 철원군 갈말읍 신철원리 649,3230015,5178025621,2023-06-05 09:58,1,4000,,
e_e002171,2306050007,2,0,0,1,2,8420602307,이마트24,강원특별자치도 철원군 철원읍 금강산로 262,강원특별자치도 철원군 철원읍 사요리 366-1,3230004,5178025024,2023-06-05 12:32,1,3200,동원)아이스티복숭아;초코송이,
e_e002171,2306050008,3,1,1,1,2,1278302816,한탄강글램핑캠핑장 순담매표소1,강원특별자치도 철원군 갈말읍 순담길 133,강원특별자치도 철원군 갈말읍 군탄리 산 73-1,4490170,5178025624,2023-06-05 13:46,1,10000,입장권,
e_e002171,2306050009,1,0,0,1,2,8280702292,드르니국수,강원특별자치도 철원군 갈말읍 드르니길 119-31,강원특별자치도 철원군 갈말읍 군탄리 1224-22,4490100,5178025624,2023-06-05 14:58,1,32000,고추냉이비빔국수;드르니수육 (소);사이다,
e_e002171,2306050010,1,0,0,1,2,4217000587,주상절리맛집,강원특별자치도 철원군 갈말읍 드르니길 81-61,강원특별자치도 철원군 갈말읍 군탄리 1227-6,4490100,5178025624,2023-06-05 15:36,1,6000,,
e_e002171,2306050012,1,0,0,1,2,8216800066,어울림뜨란채,강원특별자치도 철원군 동송읍 태봉로 1825,,3230034,5178025923,2023-06-05 16:21,1,4000,,
e_e002171,2306050012,3,2,2,1,2,2242695457,고석정유선장,강원특별자치도 철원군 동송읍 창동로 2222,강원특별자치도 철원군 동송읍 장흥리 725,3000134,5178025923,2023-06-05 16:35,1,13200,,
e_e002171,2306050014,1,0,0,1,2,1272856915,소문난이동갈비,경기 포천시 이동면 화동로 1996,,3213050,4165038021,2023-06-05 19:36,1,84000,양념갈비;된장찌개;공기밥,
e_e002171,2306050016,2,0,0,1,2,7816800259,GS25,경기 포천시 영북면 산정호수로 373,경기 포천시 영북면 산정리 508-4,3213016,4165039023,2023-06-05 20:19,1,4700,스프라이트1.5L;농심)새우깡,
e_e002171,2306060002,1,0,0,1,2,2081798498,두메산골,경기 포천시 영북면 산정호수로 415,경기 포천시 영북면 산정리 452-21,3213016,4165039023,2023-06-06 09:36,1,18000,,
e_e002171,2306060003,1,0,0,1,2,2411201414,산정호수빵명장,경기 포천시 영북면 산정호수로 826-25,경기 포천시 영북면 산정리 272,3213016,4165039023,2023-06-06 10:55,1,27000,I-아메리카노A;빵,
e_e002176,2306030002,1,3,3,1,1,6281901212,제주은희네해장국(송추점),경기 양주시 장흥면 호국로 524,경기 양주시 장흥면 교현리 112-23,3000136,4163034021,2023-06-03 20:51,1,20000,해장국,
e_e002176,2306040001,3,0,0,1,1,1278300031,양주시립민복진미술관,경기 양주시 장흥면 권율로 192,경기 양주시 장흥면 석현리 394,3212007,4163034024,2023-06-04 10:33,1,10000,입장권,
e_e002176,2306040002,3,0,0,1,1,,양주시립미술관,경기 양주시 장흥면 권율로 193,경기 양주시 장흥면 석현리 산 1,3212007,4163034024,2023-06-04 00:00,1,5000,입장권,
e_e002176,2306040003,1,0,0,1,1,6545400339,가배,경기 양주시 장흥면 권율로 265-30,경기 양주시 장흥면 석현리 371-4,3212007,4163034024,2023-06-04 11:49,1,29900,루꼴라치즈피자;아메리카노 ICE,
e_e002178,2306060002,1,0,0,0,1,,김포수산상천장어성,,,,,,1,45800,,4157010300
e_e002178,2306060004,1,0,0,0,1,,별가까이,,,,,,1,18000,,4157010300
e_e002178,2306060005,3,0,0,0,1,,CGV 김포운양,,,,,,1,10000,,4157010300
e_e002182,2306020002,2,0,0,1,5,2171108886,(주)아성다이소,경기 포천시 일동면 화동로1067번길 6,경기 포천시 일동면 기산리 91-26,4439843,4165037023,2023-06-02 16:09,1,24700,파워돌격소총 워터건;캐릭터배낭워터건;모래놀이 보트세트;액세서리;아동액세서리,
e_e002182,2306020004,6,2,2,1,5,8807400203,토담,경기 포천시 이동면 새낭로 465-302,경기 포천시 이동면 노곡리 1145-122,3213017,4165038024,2023-06-02 16:28,1,70000,,
