TRAVEL_ID,VISIT_AREA_ID,ACTIVITY_TYPE_CD,ACTIVITY_TYPE_SEQ,CONSUME_HIS_SEQ,CONSUME_HIS_SNO,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD,방문지,방문지 주소,비고
e_e000612,2305280002,1,0,0,1,2,5292100942,최고당돈가스 운서역점,인천 중구 신도시남로142번길 17,인천 중구 운서동 2804-3,4247160,2811014700,5/28/23 18:39,1,27800,치즈돈가스+우동;생등심돈가스+우동;웰치스(딸기),,최고다 돈가스 운서역점,인천 중구 신도시남로142번길 17,
e_e000612,2305280003,1,0,0,1,2,1196900392,1인빙수집 일빙,인천 중구 운서로7번길 60,인천 중구 운서동 3065-1,4247463,2811014700,5/28/23 19:27,1,11400,오레오치즈빙수;카페라떼-HOT,,일빙,인천 중구 운서로7번길 60,
e_e000612,2305290002,1,0,0,1,2,5536700166,하노이가든,인천 중구 모랫말로 6-4,인천 중구 운서동 3114-3,3149095,2811014700,5/29/23 11:44,1,27500,런치 -넴;껌가,,하노이 가든,인천 중구 모랫말로 6-4,
e_e000615,2306100002,1,0,0,1,2,1311558891,연경-차이나타운본점,인천 중구 차이나타운로 41,인천 중구 북성동3가 5-1,3149056,2811014000,2006-10-23 15:27,1,32000,,,연경 차이나타운 본점,인천 중구 차이나타운로 41,
e_e000615,2306100004,3,0,0,1,2,1398202409,인천교통공사 월미바다열차,인천 중구 제물량로 269,,3149064,2811013800,,1,16000,탑승권,,월미 바다역,인천 중구 월미로 6,
e_e000615,2306100005,1,0,0,1,2,1210912320,신포닭강정,인천 중구 우현로49번길 3,인천 중구 신포동 1-12,4247239,2811012400,2006-10-23 19:35,1,24000,,,신포 닭강정 본점,인천 중구 우현로49번길 3,
e_e000615,2306100007,1,0,0,1,2,1211789576,베스킨라빈스,인천 중구 신포로 25,인천 중구 중앙동4가 1-7,3149025,2811010400,2006-10-23 22:26,1,8900,파인트,,배스킨라빈스 인천 신포점,인천 중구 신포로 25,
e_e000615,2306100008,1,0,0,1,2,1224489221,세븐일레븐,인천 중구 신포로 26,인천 중구 신포동 26-28,3149025,2811012400,2006-10-23 22:35,1,12000,부루)숙성도레몬하이볼,,세븐일레븐 신포 로데오점,인천 중구 신포로 25,
e_e000615,2306100010,1,0,0,0,2,,이마트24 인천신포역점,23-13,,,,,1,13100,,2811012200,이마트 24 인천 신포역점,인천광역시 중구,
e_e000615,2306110001,1,1,1,1,2,8090202694,신신분식,인천 중구 자유공원로27번길 1,인천 중구 내동 6-39,4247320,2811013300,2006-11-23 12:55,1,14500,,,신신 분식,인천 중구 자유공원로27번길 1,
e_e000615,2306110002,1,0,0,1,2,8702500362,빽다방,인천 중구 자유공원로 5,인천 중구 인현동 20-1,3149050,2811013600,2006-11-23 13:04,1,5500,아포카토;아메리카노(ICED),,빽다방 동인천역점,인천 중구 자유공원로 5,
e_e000618,2305280003,1,0,0,1,2,8580501887,김가네 시청역점,서울 중구 세종대로 74-1,,2005001,1114011400,5/28/23 13:37,1,11400,참치김밥;라볶이,,김가네 시청역점,서울특별시 중구,
e_e000618,2305280007,3,0,0,1,2,1028301026,경복궁,서울 종로구 사직로 161,,3100005,1111011900,5/28/23 20:02,1,6000,입장권,,경복궁,서울 종로구 사직로 161,
e_e000618,2305290004,1,0,0,1,2,2010181302,오장동홍남집,서울 중구 마른내로 114,서울 중구 오장동 101-7,3101002,1114015400,5/29/23 14:33,1,35000,,,오장동 흥남집 본점,서울 중구 마른내로 114,
e_e000620,2305200002,1,0,0,0,3,,h-kitchen 현대아울렛 김포점,아라육로152번길 100,,,,,1,41000,,4157025300,현대 프리미엄 아울렛 김포점 이스트존,경기 김포시 고촌읍 아라육로152번길 100,
e_e000620,2305200002,2,1,1,0,3,,현대 프리미엄 아울렛 김포점,아라육로152번길 100,,,,,2,530000,,4157025300,현대 프리미엄 아울렛 김포점 이스트존,경기 김포시 고촌읍 아라육로152번길 100,
e_e000620,2305200003,1,0,0,0,3,,도레도레 현대아울렛김포점,아라육로152번길 100 현대프리미엄아울렛 EAST 2층,,,,,1,10900,,4157025300,도레도레 현대 프리미엄 아울렛 김포점,경기 김포시 고촌읍 아라육로152번길 100,
e_e000621,2305270002,1,0,0,1,1,1310313789,부영선지국,인천 미추홀구 장천로14번길 20,,4253630,2817710100,5/27/23 12:26,1,20000,,,부영 선짓국 본점,인천 미추홀구 장천로14번길 18,
e_e000621,2305270003,2,1,1,0,1,,용현시장 매대,용삼길 60-1,,,,,3,2000,,2817710200,용현시장,인천 미추홀구 용삼길 60-1,
e_e000621,2305270004,6,0,0,0,1,,돌핀커피 오마카세,타워대로257,,,,,1,5500,,2818510600,돌핀 커피 오마카세,인천 연수구 인천타워대로 257,
e_e000621,2305270005,1,0,0,1,1,,바른치킨,인천 연수구 컨벤시아대로130번길 58,인천 연수구 송도동 19-6,4256260,2818510600,5/27/23 16:54,1,20900,현미바사삭,,홀리데이인 인천 송도,인천 연수구 인천타워대로 251,
e_e000621,2305280002,2,0,0,0,1,,피트어패트,2월-84,,,,,1,42900,,2818510600,피트의 패트,인천 연수구 인천타워대로 257,
e_e000621,2305280003,1,0,0,1,1,7852601449,돌핀커피 오마카세,인천 연수구 인천타워대로 257,인천 연수구 송도동 84-2,2152003,2818510600,5/28/23 15:14,1,1890,,,돌핀 커피 오마카세,인천 연수구 인천타워대로 257,
e_e000621,2305280004,2,0,0,1,1,4573401326,오트닝,인천 연수구 인천타워대로 257,인천 연수구 송도동 84-2,2152003,2818510600,5/28/23 16:38,1,14500,연어오픈샌드위치;아보카도 반개 추가;요거트,,오프닝,인천 연수구 인천타워대로 257,
e_e000621,2305280005,2,1,1,1,1,1944200931,호랑이약국,인천 연수구 인천타워대로 257,인천 연수구 송도동 84-2,2152003,2818510600,5/28/23 15:22,1,4500,,,호랑이 약국,인천 연수구 인천타워대로 257,
e_e000621,2305280007,3,0,0,0,1,,세신샵노블,8-21 송도타임스페이스B동 302호,,,,,1,130000,,2818510600,세신 숍 노블,인천 연수구 하모니로 158,
e_e000621,2305280008,3,0,0,1,1,6213300955,더하이풋앤바디 송도타임스페이스점,인천 연수구 하모니로 158,,3152032,2818510600,5/28/23 19:24,1,100000,,,더 하노이 풋앤바디 송도 타임스페이스점,인천 연수구 하모니로 158,
e_e000621,2305290001,1,0,0,0,1,,홀리데이인송도더라운지,33-1 1층,,,,,1,19000,,2818510600,홀리데이인 인천 송도 더 라운지,인천 연수구 인천타워대로 251,
e_e000621,2305290002,2,1,1,0,1,,코스트코 송도점,98,,,,,2,135000,,2818510600,코스트코 송도점,인천 연수구 컨벤시아대로230번길 60,
e_e000621,2305290003,1,0,0,1,1,6836600403,컴포즈커피,인천 연수구 컨벤시아대로230번길 54,인천 연수구 송도동 98-1,4256355,2818510600,5/29/23 13:23,1,1500,아메리카노(ICE),,컴포즈커피 송도 닥터플러스몰점,인천 연수구 컨벤시아대로230번길 54,
e_e000621,2305290004,1,1,1,1,1,1313464356,앤티앤스,인천 연수구 청능대로 210,인천 연수구 동춘동 926,2008006,2818510500,5/29/23 14:29,1,3500,오리지날,,스퀘어 원,인천 연수구 청능대로 210,
e_e000621,2305290004,2,2,2,0,1,,영품문고 스퀘어원점,210 1층,,,,,1,15800,,2818510500,스퀘어 원,인천 연수구 청능대로 210,
e_e000621,2305290005,2,0,0,1,1,2068650913,이마트,인천 연수구 경원대로 184,,2008007,2818510500,5/29/23 15:04,1,33480,성주참외;라온파프리카;브로콜리(2입/봉),,이마트 연수점,인천 연수구 경원대로 184,
e_e000622,2305220002,1,0,0,1,2,3601901617,바닷마을떡볶이,경기 안산시 단원구 대선로 48,경기 안산시 단원구 대부북동 1826-21,3000118,4127311100,5/22/23 15:38,1,32000,바다떡볶이(M) 약간매운맛;치즈볶음밥;콜라;콜라-제로,,바다마을 떡볶이,경기 안산시 단원구 대선로 48,
e_e000622,2305220004,1,0,0,1,2,1095351160,쉼표,경기 안산시 단원구 대부황금로 1493-1,경기 안산시 단원구 대부북동 1848-85,3191019,4127311100,5/22/23 17:27,1,11800,,,쉼표,경기도 안산시 단원구,
e_e000623,2305200001,3,0,0,0,6,,반달곰이살던숲,정송길23번길 18,,,,,5,40000,,4159041000,반달곰이 살던 숲,경기 화성시 정남면 정송길23번길 18,
e_e000623,2305200001,3,3,3,0,6,,반달곰이살던숲,정송길23번길 18,,,,,5,30000,,4159041000,반달곰이 살던 숲,경기 화성시 정남면 정송길23번길 18,
e_e000623,2305210001,1,0,0,1,6,7332300962,와이에스(YS)컴퍼니,경기 화성시 봉담읍 세자로 419,경기 화성시 봉담읍 수기리 7-60,3210064,4159025326,5/21/23 12:21,1,52400,,,염상구 커피 로프터스,경기 화성시 봉담읍 세자로 419,
e_e000625,2305210003,1,0,0,1,3,4038601385,(주)가천린포크축산물도매센터,경기 김포시 장릉로 66,경기 김포시 풍무동 92-84,3209153,4157010700,5/21/23 11:39,1,234500,한우안창살;한우횟간+천엽;한우채끝추리;한우스페셜꽃등심,,가천 린 포크 김포점,경기 김포시 장릉로 66,
e_e000625,2305210003,1,0,0,2,3,6128518498,가천린포크구이구이센터(김포점),경기 김포시 장릉로 66,경기 김포시 풍무동 92-84,3209153,4157010700,5/21/23 12:55,1,44000,,,가천 린 포크 김포점,경기 김포시 장릉로 66,
e_e000625,2305210004,3,0,0,1,3,,김포 장릉,경기 김포시 장릉로 79,,3209153,4157010700,5/21/23 13:11,1,4000,관람권,,김포 장릉,경기 김포시 장릉로 79,
e_e000625,2305210005,1,0,0,1,3,2018121515,스타벅스,경기 김포시 고촌읍 아라육로152번길 100,,4427674,4157025325,5/21/23 14:42,1,22000,I-G)DCF아메리카노;I-G)아메리카노;I-G)돌체 라떼,,스타벅스 김포 현대 아울렛 3층 점,경기 김포시 고촌읍 아라육로152번길 100,
e_e000627,2305190005,1,0,0,1,1,8516200274,진한식당,인천 연수구 인천타워대로 323,,2152003,2818510600,5/19/23 13:34,1,7000,,,진한 식당,인천 연수구 인천타워대로 323,
e_e000627,2305190008,1,0,0,1,1,7852601449,돌핀커피 오마카세,인천 연수구 인천타워대로 257,인천 연수구 송도동 84-2,2152003,2818510600,5/19/23 15:29,1,1350,,,인천시 송도지역축제,인천광역시 연수구,
e_e000627,2305190008,1,0,0,2,1,5017891041,카페오를,인천 연수구 인천타워대로 257,인천 연수구 송도동 84-2,2152003,2818510600,5/19/23 15:51,1,2200,바질토마토모짤렐라,,인천시 송도지역축제,인천광역시 연수구,
e_e000627,2305190010,2,0,0,1,1,3071502655,오토김밥,인천 연수구 센트럴로 160,인천 연수구 송도동 23-5,3152013,2818510600,5/19/23 20:38,1,4500,오토김밥,,송도센트럴파크,인천 연수구 센트럴로 160,
e_e000627,2305190010,2,0,0,2,1,1880702423,더벤티,인천 연수구 센트럴로 194,인천 연수구 송도동 23-4,3152013,2818510600,5/19/23 20:51,1,2700,(아이스)카페라,,송도센트럴파크,인천 연수구 센트럴로 194,
e_e000627,2305190010,2,0,0,3,1,2301501171,버거킹,인천 연수구 센트럴로 194,인천 연수구 송도동 23-4,3152013,2818510600,5/19/23 21:00,1,5000,너겟킹 8조각;불고기와퍼주니어,,송도센트럴파크,인천 연수구 센트럴로 194,
e_e000627,2305190010,2,0,0,4,1,1318547776,이마트24,인천 연수구 테크노파크로 151,인천 연수구 송도동 93-1,3152031,2818510600,5/19/23 21:26,1,1800,블랙보리)라이트520,,송도센트럴파크,인천 연수구 테크노파크로 151,
e_e000628,2305260003,2,0,0,0,3,,이마트 트레이더스,616 스타필드 하남,,,,,1,75920,,4145010600,이마트 24 트레이더스 하남점,경기 하남시 미사대로 750,
e_e000628,2305260004,1,0,0,1,3,1328147562,좋은아침페스츄리,경기 양평군 양평읍 마유산로 197,경기 양평군 양평읍 덕평리 444,3217009,4183025024,5/26/23 19:41,1,12000,아메리카노 (I),,좋은 아침 페이스트리 양평점,경기 양평군 양평읍 마유산로 197,
e_e000628,2305270001,1,0,0,1,3,6084862758,김순정돌솥밥진순대국,경기 가평군 설악면 엄소속골길 3,,4448184,4182031034,5/27/23 12:16,1,43000,,,김순정 돌솥밥 순댓국,경기 가평군 설악면 엄소속골길 3,
e_e000628,2305280001,1,0,0,1,3,1321671841,코미호미,경기 가평군 가평읍 호반로 1646,,3216049,4182025033,5/28/23 9:32,1,15000,수제 치아바타 핫도그;에그슬럿,,코미 호미 카페,경기 가평군 가평읍 호반로 1646,
e_e000628,2305280003,1,0,0,1,3,2030244315,아리수감자탕,서울 강서구 공항대로46길 65,서울 강서구 화곡동 1115-10,4145190,1150010300,5/28/23 12:23,1,27000,뼈해장국,,아리수 감자탕,서울 강서구 공항대로46길 65,
e_e000637,2305190002,1,0,0,1,2,,쿠치나마리오,경기 용인시 처인구 포곡읍 에버랜드로 199,,3203081,4146125027,5/19/23 18:56,1,49600,"Set 1)샐러드, 베이컨크림파스타, 하프&하프피자, 레몬에이드",,에버랜드,경기 용인시 처인구 포곡읍 에버랜드로 199,
e_e000637,2305190002,3,2,2,1,2,1358504288,삼성물산(주) 애버랜드,경기 용인시 처인구 포곡읍 에버랜드로 199,,3203081,4146125027,5/18/23 18:36,1,64000,입장권 오후권(3시입장),,에버랜드,경기 용인시 처인구 포곡읍 에버랜드로 199,
e_e000637,2305190002,1,4,4,1,2,1358504288,삼성물산(주)에버랜드리조트,경기 용인시 처인구 포곡읍 에버랜드로 199,,3203081,4146125027,5/19/23 18:07,1,4800,,,에버랜드,경기 용인시 처인구 포곡읍 에버랜드로 199,
e_e000637,2305190002,1,5,5,1,2,1358504288,삼성물산(주) 에버랜드리조트,경기 용인시 처인구 포곡읍 에버랜드로 199,,3203081,4146125027,5/19/23 16:19,1,4500,아이스쿨 오렌지,,에버랜드,경기 용인시 처인구 포곡읍 에버랜드로 199,
e_e000637,2305190002,1,6,6,1,2,1358504288,삼성물산(주) 에버랜드리조트,경기 용인시 처인구 포곡읍 에버랜드로 199,,3203081,4146125027,5/19/23 16:03,1,9500,츄러스;칠리후라이드닭꼬치,,에버랜드,경기 용인시 처인구 포곡읍 에버랜드로 199,
e_e000637,2305190002,2,7,7,1,2,1358504288,삼성물산(주) 에버랜드리조트,경기 용인시 처인구 포곡읍 에버랜드로 199,,3203081,4146125027,5/19/23 15:45,1,13000,APK)폴더,,에버랜드,경기 용인시 처인구 포곡읍 에버랜드로 199,
e_e000639,2306050004,1,0,0,1,1,1258567103,산마을민속촌,경기 안양시 동안구 평촌대로476번길 56,경기 안양시 동안구 비산동 38-1,4349213,4117310100,2006-05-23 14:13,1,21000,,,산마을 민속촌,경기 안양시 동안구 평촌대로476번길 56,
e_e000639,2306050005,1,0,0,1,1,7240202414,크림스톤,경기 안양시 동안구 평촌대로 485,경기 안양시 동안구 비산동 24-5,2183002,4117310100,2006-05-23 14:22,1,5500,HOT 카페모카,,크림 스톤,경기 안양시 동안구 평촌대로 485,
e_e000640,2305260002,2,8,8,0,3,,토마토김밥,에어뷰21-2오피스텔1층117호,,,,,1,14400,,1150010900,토마토김밥,서울특별시 강서구,
e_e000640,2305260003,6,2,2,1,3,1278301326,연천군청(파크골프장),경기 연천군 연천읍 연천로 220,경기 연천군 연천읍 차탄리 290-1,3215030,4180025021,5/26/23 7:47,1,10500,입장권,,연천군 연천 파크골프장,경기 연천군 연천읍 연천로 220,
e_e000641,2305200002,1,0,0,0,4,,한국민속촌 장터,35,,,,,1,15000,,4146310500,한국민속촌,경기 용인시 기흥구 민속촌로 90,
e_e000644,2305200002,2,0,0,1,4,1043280699,캠핑고래 일산점,경기 고양시 일산서구 탄중로 90-19,경기 고양시 일산서구 덕이동 384-11,3194033,4128710500,5/20/23 13:55,1,7500,10KG장작(망),,캠핑 고래 일산점,경기 고양시 일산서구 탄중로 90-19,
e_e000644,2305200003,1,0,0,1,4,7780201483,이삭소바,경기 고양시 일산서구 호수로838번길 68,경기 고양시 일산서구 대화동 2258-1,4382153,4128710400,5/20/23 14:56,1,33000,냉메밀;돈까스;면사리추가;판메밀,,이삭 소바,경기 고양시 일산서구 호수로838번길 68,
e_e000645,2305200003,1,0,0,1,2,8382801238,북촌손만두,경기 하남시 미사강변한강로 279,,3202055,4145010900,5/20/23 14:08,1,21000,비빔국시;북촌피냉면;새끼만두,,북촌 손만두 하남미사역점,경기도 하남시,
e_e000645,2305200004,1,0,0,1,2,2021087714,메가커피,경기 하남시 미사강변한강로 270-1,경기 하남시 망월동 1127,3202055,4145010900,5/20/23 14:28,1,3900,플레인요거트스무디,,메가 MGC 커피 미사 로데오점,경기 하남시 미사강변한강로 270-1,
e_e000645,2305200006,1,0,0,1,2,1726500492,미사양식당,경기 하남시 미사강변중앙로 165,경기 하남시 망월동 1104,3202058,4145010900,5/20/23 18:58,1,29000,봉골레;쉬림프로제,,미사 양식당,경기 하남시 미사강변중앙로 165,
e_e000645,2305200007,1,0,0,1,2,6250902644,우지커피 미사역점,경기 하남시 미사강변동로 85,,3202059,4145010900,5/20/23 19:25,1,2000,ICE아메리,,우지 커피 하남미사역점,경기 하남시 미사강변동로 85,
e_e000646,2305270003,1,0,0,1,1,6700401655,마장호수가든,경기 파주시 광탄면 기산로 154,경기 파주시 광탄면 기산리 560,3206109,4148035028,5/27/23 12:52,1,15000,,,마장호수 가든,경기 파주시 광탄면 기산로 154,
e_e000646,2305270005,2,0,0,2,1,2018153657,스타필드,경기 고양시 덕양구 고양대로 1955,경기 고양시 덕양구 동산동 370,2192001,4128111200,5/27/23 16:14,1,19900,자주,,스타필드 고양,경기 고양시 덕양구 고양대로 1955,
e_e000646,2305270005,2,0,0,3,1,1048191189,스타필드 유니클로,경기 고양시 덕양구 고양대로 1955,경기 고양시 덕양구 동산동 370,2192001,4128111200,5/27/23 17:05,1,129700,유니클로,,스타필드 고양,경기 고양시 덕양구 고양대로 1955,
e_e000647,2305200002,3,0,0,1,2,5248601528,네이버파이낸셜,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2005-08-23 0:00,1,60000,블룸앤베이크,,블룸 앤 베이크,경기도 용인시 기흥구,
e_e000647,2305200002,3,0,0,3,2,5282401857,블룸앤베이크,경기 용인시 기흥구 흥덕4로16번길 10-7,경기 용인시 기흥구 영덕동 1131-18,4412302,4146311100,5/20/23 18:11,3,50000,,,블룸 앤 베이크,경기도 용인시 기흥구,
e_e000647,2305200002,3,0,0,4,2,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2005-08-23 16:01,1,5999,블룸앤베이크,,블룸 앤 베이크,경기도 용인시 기흥구,
e_e000647,2305200006,1,0,0,1,2,7438501137,리미니뉴코아,경기 고양시 일산동구 중앙로 1206,,3192094,4128510500,5/20/23 19:26,1,64700,시그니처;새우 로제;고르곤졸라,,리미니 가든 일산 뉴코아 아울렛점,경기 고양시 일산동구 중앙로 1206,
e_e000647,2305220002,2,3,3,1,2,2491801671,와플대학,경기 용인시 기흥구 흥덕2로87번길 18,경기 용인시 기흥구 영덕동 985-1,4412300,4146311100,5/22/23 10:12,1,10800,크런치딸기잼젤라또와플;치즈케이크누텔라젤라또와플,,광교호수공원,경기 용인시 기흥구 흥덕2로87번길 18,
e_e000648,2305290003,1,0,0,1,4,4130767695,산골항아리바베큐,경기 용인시 수지구 이종무로170번길 12,,4415126,4146510400,5/29/23 12:18,1,117000,항아리삼겹바베큐(1인);항아리오리바베큐(1인);텐트사용료;생감자전;라면(고기드신후주문),,산골 항아리 바비큐,경기도 용인시 수지구,
e_e000648,2305290004,1,0,0,1,4,4613800891,인플럭스,경기 용인시 수지구 이종무로 146,경기 용인시 수지구 고기동 584-1,3205017,4146510400,5/29/23 12:30,1,34000,에그크림커피(ICE);초코라떼(ICE);카페라떼(ICE);EXTRA,,인플럭스,경기도 용인시 수지구,
e_e000650,2306020002,1,0,0,0,1,,플랫다이닝카페,,,,,,1,21900,,1165010800,플랫 다이닝 카페,서울 서초구 서초중앙로22길 22-7,
e_e000650,2306030002,1,0,0,1,1,1063929310,깡통만두,서울 종로구 북촌로2길 5-6,서울 종로구 재동 84-22,4100109,1111014700,2006-03-23 13:50,1,20000,,,깡통 만두,서울 종로구 북촌로2길 5-6,
e_e000650,2306030005,1,0,0,1,1,2030611826,일월카츠,서울 종로구 계동길 17,서울 종로구 계동 144-1,4100014,1111014800,2006-03-23 19:55,1,32500,히레카츠;작은생맥;사이다,,일월 카츠 안국점,서울 종로구 계동길 17,
e_e000650,2306040001,2,0,0,1,1,7268500088,(주)현대백화점,경기 성남시 분당구 판교역로146번길 20,경기 성남시 분당구 백현동 541,4340519,4113511000,2006-04-23 13:58,1,20500,하이웨스트,,현대백화점 판교점,경기 성남시 분당구 판교역로146번길 20,
e_e000651,2305210006,2,0,0,1,4,1328205458,가평군농협하나로마트,경기 가평군 가평읍 가화로 120,,3000142,4182025021,5/21/23 18:01,1,54800,코크스프라이트제로(펫);인기스낵 기획팩(새꿀바감);카스캔;테라(캔);돈육삼겹살(구이용);아래등심;돈육앞다리(불고기용),,가평군 농협 하나로마트 본점,경기 가평군 가평읍 가화로 120,
e_e000651,2305220002,1,0,0,1,4,2407200191,호명산철판닭갈비,경기 가평군 청평면 상지로 378,경기 가평군 청평면 상천리 1523-4,3216021,4182032522,5/22/23 14:12,1,53000,,,호명산 철판 닭갈비 막국수,경기 가평군 청평면 상지로 378,
e_e000655,2305200002,3,1,1,1,1,,부천호수식물원 수피아,경기 부천시 길주로 16,경기 부천시 상동 549,3000065,4119010900,5/20/23 15:00,1,3000,입장권,,부천 호수 식물원 수피아,경기 부천시 조마루로 15,
e_e000655,2305200004,1,0,0,1,1,7781401263,제주은희네해장국,경기 부천시 상동로 87,경기 부천시 상동 544-4,3184004,4119010900,5/20/23 18:41,1,10000,해장국,,제주 은희네 해장국 부천 상동점,경기 부천시 상동로 87,
e_e000655,2305210001,3,0,0,1,1,1308300018,부천자연생태공원,경기 부천시 길주로 66,경기 부천시 상동 548-5,3000065,4119010900,5/21/23 13:42,1,2000,입장권,,부천식물원,경기 부천시 길주로 660,
e_e000655,2305210002,1,0,0,1,1,7315400349,수타원,경기 부천시 길주로 630,경기 부천시 춘의동 414,3000065,4119010300,5/21/23 16:40,1,10000,,,수타원 본점,경기 부천시 길주로 630,
e_e000655,2305210004,2,0,0,1,1,,크라이치즈버거,경기 부천시 지봉로34번길 19,경기 부천시 역곡동 36-17,4352541,4119010700,5/21/23 19:40,1,7500,치즈버거 세트,,크라이 치즈 버거 가톨릭대점,경기 부천시 지봉로34번길 19,
e_e000655,2305210005,2,0,0,1,1,,프랭크버거,경기 부천시 부일로 741,경기 부천시 역곡동 82-9,3000019,4119010700,5/21/23 19:57,1,5300,프랭크버거;+L,,프랭크 버거 역곡역점,경기 부천시 부일로 741,
e_e000662,2305200003,1,0,0,1,1,2272503866,포가레이(PHO GA LE),서울 마포구 동교로 227-7,서울 마포구 연남동 373-13,3112014,1144012400,5/20/23 13:11,1,28000,곱창;닭;커플세트,,포가 레,서울 마포구 동교로 227-7,
e_e000662,2305200005,1,0,0,1,1,5818603062,파이인더샵,서울 마포구 성미산로27길 26,서울 마포구 연남동 245-51,4139317,1144012400,5/20/23 14:14,1,14300,ICE 흑임자라떼;말차 마카다미아 파이,,파이 인 더 숍,서울 마포구 성미산로27길 26,
e_e000662,2305200008,2,0,0,1,1,,알라딘중고서점(신촌),서울 서대문구 연세로 21,서울 서대문구 창천동 31-39,3112008,1141011600,5/20/23 19:20,1,7190,,,알라딘 중고서점 신촌점,서울 서대문구 연세로 21,
e_e000662,2305200009,1,0,0,1,1,1101957118,털보고된이생선구이,서울 서대문구 연세로7안길 38,,4136245,1141011600,5/20/23 19:50,1,20000,고등어+공기밥;된장찌개+공기밥,,고삼이 신촌점,서울 서대문구 연세로7안길 38,
e_e000664,2306050002,1,0,0,3,3,1282786958,하니매점,경기 파주시 조리읍 장곡로 218,,3206128,4148026224,2006-05-23 12:00,1,7000,,,하니랜드,경기 파주시 조리읍 장곡로 218,
e_e000664,2306050002,1,0,0,4,3,2261551731,하니스토어,경기 파주시 조리읍 장곡로 218,,3206128,4148026224,2006-05-23 12:02,1,4000,,,하니랜드,경기 파주시 조리읍 장곡로 218,
e_e000664,2306050002,3,1,1,1,3,1288105879,(주)성원레저,경기 파주시 조리읍 장곡로 218,경기 파주시 조리읍 장곡리 402-1,3206128,4148026224,2006-05-23 10:53,1,8000,,,하니랜드,경기 파주시 조리읍 장곡로 218,
e_e000664,2306050002,3,1,1,2,3,1288105879,(주)성원레저,경기 파주시 조리읍 장곡로 218,경기 파주시 조리읍 장곡리 402-1,3206128,4148026224,2006-05-23 10:45,1,30000,,,하니랜드,경기 파주시 조리읍 장곡로 218,
e_e000664,2306050002,3,1,1,3,3,1288105879,하니랜드,경기 파주시 조리읍 장곡로 218,,3206128,4148026224,,1,8000,1기종 시설이용권,,하니랜드,경기 파주시 조리읍 장곡로 218,
e_e000664,2306050003,2,0,0,1,3,1289886905,조인플라워,경기 파주시 월롱면 황소바위길 304,경기 파주시 월롱면 영태리 857,4418894,4148031025,2006-05-23 14:51,1,38700,,,조인 폴리아 파주 농장,경기 파주시 월롱면 황소바위길 304,
e_e000664,2306050004,1,0,0,1,3,1410172122,파주장단콩두부,경기 파주시 월롱면 통일로 717,,3000008,4148031025,2006-05-23 16:10,1,38000,,,파주장단콩 두부,경기 파주시 월롱면 통일로 717,
e_e000666,2305270001,6,1,1,1,2,1229051964,장수한의원,경기 고양시 일산서구 중앙로 1563,경기 고양시 일산서구 대화동 2222-2,3192094,4128710400,5/27/23 11:47,1,45500,,,생명 마루 장수한 의원 일산점,경기 고양시 일산서구 중앙로 1563,
e_e000666,2305270002,3,1,1,1,2,,고척스카이돔,서울 구로구 경인로 430,,3000028,1153010600,5/27/23 13:37,1,19000,관람권 ,,고척스카이돔,서울 구로구 경인로 430,
e_e000666,2305270004,6,1,1,1,2,7097300213,가보족발,경기 고양시 일산서구 호수로856번길 74-12,경기 고양시 일산서구 대화동 2254-4,4382154,4128710400,5/27/23 18:16,3,34500,,,가보 족발 대화점,경기 고양시 일산서구 호수로856번길 74-12,
e_e000666,2305280001,1,0,0,1,2,5810102784,홒커피,경기 파주시 탄현면 새오리로 215-66,경기 파주시 탄현면 대동리 106-39,3206046,4148032025,5/28/23 11:25,1,18500,아메리카노 아이스;바닐라라떼 아이스;바닐라크림떡,,홒커피,경기 파주시 탄현면 새오리로 215-66,
e_e000666,2305280002,1,0,0,1,2,1283420648,솔미신쭈꾸미,경기 고양시 일산서구 호수로856번길 74-6,경기 고양시 일산서구 대화동 2254-2,4382154,4128710400,5/28/23 15:12,1,43000,쭈꾸미볶음;파전;공기밥;소주,,솔미신 주꾸미볶음,경기 고양시 일산서구 호수로856번길 74-6,
e_e000666,2305280003,1,0,0,1,2,5761402399,이차돌,경기 고양시 일산서구 강성로 271,경기 고양시 일산서구 대화동 2206-1,3193002,4128710400,5/28/23 16:53,1,33100,새로;2차돌;이된장;생맥주;공기밥,,이차돌 일산 대화역점,경기 고양시 일산서구 강성로 271,
e_e000666,2305280004,1,0,0,1,2,7714200887,롯데리아,경기 고양시 일산서구 중앙로 1564,,3192094,4128710400,5/28/23 17:03,1,19200,빙수;T-REX세트;양념감자;오니언;미숫가루라떼R,,롯데리아 일산 대화역점,경기 고양시 일산서구 중앙로 1564,
